interaction_id,DRUG_NAME,TARGET_NAME,TARGET_CLASS,ACTION_TYPE,interaction_text
16523,bosutinib,receptor tyrosine-protein kinase erbb-3,kinase,,Drug: bosutinib | Target: receptor tyrosine-protein kinase erbb-3 | Type: kinase | Action: nan
16524,bosutinib,mitogen-activated protein kinase kinase kinase 1,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase 1 | Type: kinase | Action: nan
16525,bosutinib,serine/threonine-protein kinase sik3,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase sik3 | Type: kinase | Action: nan
16526,bosutinib,wee1-like protein kinase 2,kinase,,Drug: bosutinib | Target: wee1-like protein kinase 2 | Type: kinase | Action: nan
16527,bosutinib,serine/threonine-protein kinase 32a,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase 32a | Type: kinase | Action: nan
16528,bosutinib,peripheral plasma membrane protein cask,kinase,,Drug: bosutinib | Target: peripheral plasma membrane protein cask | Type: kinase | Action: nan
16529,bosutinib,serine/threonine-protein kinase vrk2,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase vrk2 | Type: kinase | Action: nan
16530,bosutinib,mitogen-activated protein kinase kinase kinase 12,kinase,,Drug: bosutinib | Target: mitogen-activated protein kinase kinase kinase 12 | Type: kinase | Action: nan
16531,bosutinib,eukaryotic translation initiation factor 2-alpha kinase 1,kinase,,Drug: bosutinib | Target: eukaryotic translation initiation factor 2-alpha kinase 1 | Type: kinase | Action: nan
16532,bosutinib,serine/threonine-protein kinase tao2,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase tao2 | Type: kinase | Action: nan
16533,bosutinib,dual specificity mitogen-activated protein kinase kinase 5,kinase,,Drug: bosutinib | Target: dual specificity mitogen-activated protein kinase kinase 5 | Type: kinase | Action: nan
16534,bosutinib,serine/threonine-protein kinase nek11,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase nek11 | Type: kinase | Action: nan
16535,bosutinib,leucine-rich repeat serine/threonine-protein kinase 2,kinase,,Drug: bosutinib | Target: leucine-rich repeat serine/threonine-protein kinase 2 | Type: kinase | Action: nan
16536,bosutinib,dual serine/threonine and tyrosine protein kinase,kinase,,Drug: bosutinib | Target: dual serine/threonine and tyrosine protein kinase | Type: kinase | Action: nan
16537,bosutinib,serine/threonine-protein kinase pknb,kinase,,Drug: bosutinib | Target: serine/threonine-protein kinase pknb | Type: kinase | Action: nan
16538,bosutinib,npm/alk (nucleophosmin/alk tyrosine kinase receptor),kinase,,Drug: bosutinib | Target: npm/alk (nucleophosmin/alk tyrosine kinase receptor) | Type: kinase | Action: nan
16539,bosutinib,tyrosine-protein kinase abl,kinase,,Drug: bosutinib | Target: tyrosine-protein kinase abl | Type: kinase | Action: nan
16540,bosutinib,bcr/abl fusion protein,kinase,,Drug: bosutinib | Target: bcr/abl fusion protein | Type: kinase | Action: nan
16541,cetrimide,dynamin-1,structural,,Drug: cetrimide | Target: dynamin-1 | Type: structural | Action: nan
16542,chenodiol,fmet-leu-phe receptor,gpcr,ANTAGONIST,Drug: chenodiol | Target: fmet-leu-phe receptor | Type: gpcr | Action: ANTAGONIST
16543,chenodiol,bile acid receptor,nuclear hormone receptor,AGONIST,Drug: chenodiol | Target: bile acid receptor | Type: nuclear hormone receptor | Action: AGONIST
16544,chenodiol,g-protein coupled bile acid receptor 1,gpcr,AGONIST,Drug: chenodiol | Target: g-protein coupled bile acid receptor 1 | Type: gpcr | Action: AGONIST
16545,chiniofon,catechol o-methyltransferase,enzyme,,Drug: chiniofon | Target: catechol o-methyltransferase | Type: enzyme | Action: nan
16546,vernakalant,sodium channel protein type 5 subunit alpha,ion channel,,Drug: vernakalant | Target: sodium channel protein type 5 subunit alpha | Type: ion channel | Action: nan
16547,vernakalant,potassium voltage-gated channel subfamily h member 2,ion channel,,Drug: vernakalant | Target: potassium voltage-gated channel subfamily h member 2 | Type: ion channel | Action: nan
16548,vernakalant,potassium voltage-gated channel subfamily d member 2,ion channel,,Drug: vernakalant | Target: potassium voltage-gated channel subfamily d member 2 | Type: ion channel | Action: nan
16549,vernakalant,potassium voltage-gated channel subfamily a member 5,ion channel,BLOCKER,Drug: vernakalant | Target: potassium voltage-gated channel subfamily a member 5 | Type: ion channel | Action: BLOCKER
16550,voclosporin,peptidyl-prolyl cis-trans isomerase a,enzyme,INHIBITOR,Drug: voclosporin | Target: peptidyl-prolyl cis-trans isomerase a | Type: enzyme | Action: INHIBITOR
16552,sodium benzoate,carbonic anhydrase 2,enzyme,,Drug: sodium benzoate | Target: carbonic anhydrase 2 | Type: enzyme | Action: nan
16553,sodium benzoate,carbonic anhydrase 4,enzyme,,Drug: sodium benzoate | Target: carbonic anhydrase 4 | Type: enzyme | Action: nan
16554,sodium benzoate,carbonic anhydrase,enzyme,,Drug: sodium benzoate | Target: carbonic anhydrase | Type: enzyme | Action: nan
16555,lorcaserin,sodium-dependent serotonin transporter,transporter,,Drug: lorcaserin | Target: sodium-dependent serotonin transporter | Type: transporter | Action: nan
16556,lorcaserin,5-hydroxytryptamine receptor 2a,gpcr,,Drug: lorcaserin | Target: 5-hydroxytryptamine receptor 2a | Type: gpcr | Action: nan
16557,lorcaserin,5-hydroxytryptamine receptor 2b,gpcr,,Drug: lorcaserin | Target: 5-hydroxytryptamine receptor 2b | Type: gpcr | Action: nan
16558,lorcaserin,5-hydroxytryptamine receptor 2c,gpcr,AGONIST,Drug: lorcaserin | Target: 5-hydroxytryptamine receptor 2c | Type: gpcr | Action: AGONIST
16559,dequalinium,protein kinase c alpha type,kinase,,Drug: dequalinium | Target: protein kinase c alpha type | Type: kinase | Action: nan
16560,dequalinium,small conductance calcium-activated potassium channel protein 3,ion channel,,Drug: dequalinium | Target: small conductance calcium-activated potassium channel protein 3 | Type: ion channel | Action: nan
16561,dequalinium,small conductance calcium-activated potassium channel protein 3,ion channel,,Drug: dequalinium | Target: small conductance calcium-activated potassium channel protein 3 | Type: ion channel | Action: nan
16562,dequalinium,small conductance calcium-activated potassium channel protein 1,ion channel,BLOCKER,Drug: dequalinium | Target: small conductance calcium-activated potassium channel protein 1 | Type: ion channel | Action: BLOCKER
16563,dequalinium,small conductance calcium-activated potassium channel protein 2,ion channel,BLOCKER,Drug: dequalinium | Target: small conductance calcium-activated potassium channel protein 2 | Type: ion channel | Action: BLOCKER
16564,dequalinium,cgmp-gated cation channel alpha-1,ion channel,BLOCKER,Drug: dequalinium | Target: cgmp-gated cation channel alpha-1 | Type: ion channel | Action: BLOCKER
16565,dequalinium,cyclic nucleotide-gated olfactory channel,ion channel,BLOCKER,Drug: dequalinium | Target: cyclic nucleotide-gated olfactory channel | Type: ion channel | Action: BLOCKER
16566,degarelix,gonadotropin-releasing hormone receptor,gpcr,ANTAGONIST,Drug: degarelix | Target: gonadotropin-releasing hormone receptor | Type: gpcr | Action: ANTAGONIST
16567,desvenlafaxine,sodium-dependent serotonin transporter,transporter,INHIBITOR,Drug: desvenlafaxine | Target: sodium-dependent serotonin transporter | Type: transporter | Action: INHIBITOR
16568,desvenlafaxine,sodium-dependent noradrenaline transporter,transporter,INHIBITOR,Drug: desvenlafaxine | Target: sodium-dependent noradrenaline transporter | Type: transporter | Action: INHIBITOR
16569,desvenlafaxine,alpha-1a adrenergic receptor,gpcr,,Drug: desvenlafaxine | Target: alpha-1a adrenergic receptor | Type: gpcr | Action: nan
16570,dapoxetine,sodium-dependent serotonin transporter,transporter,INHIBITOR,Drug: dapoxetine | Target: sodium-dependent serotonin transporter | Type: transporter | Action: INHIBITOR
16571,mirabegron,beta-3 adrenergic receptor,gpcr,AGONIST,Drug: mirabegron | Target: beta-3 adrenergic receptor | Type: gpcr | Action: AGONIST
16572,choline theophyllinate,adenosine receptor a2a,gpcr,ANTAGONIST,Drug: choline theophyllinate | Target: adenosine receptor a2a | Type: gpcr | Action: ANTAGONIST
16573,choline theophyllinate,adenosine receptor a1,gpcr,ANTAGONIST,Drug: choline theophyllinate | Target: adenosine receptor a1 | Type: gpcr | Action: ANTAGONIST
16574,choline theophyllinate,adenosine receptor a2b,gpcr,ANTAGONIST,Drug: choline theophyllinate | Target: adenosine receptor a2b | Type: gpcr | Action: ANTAGONIST
16575,choline theophyllinate,adenosine receptor a3,gpcr,ANTAGONIST,Drug: choline theophyllinate | Target: adenosine receptor a3 | Type: gpcr | Action: ANTAGONIST
16576,choline theophyllinate,"alkaline phosphatase, tissue-nonspecific isozyme",enzyme,,"Drug: choline theophyllinate | Target: alkaline phosphatase, tissue-nonspecific isozyme | Type: enzyme | Action: nan"
16577,choline theophyllinate,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",kinase,,"Drug: choline theophyllinate | Target: phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform | Type: kinase | Action: nan"
16578,choline theophyllinate,adenosine receptor a1,gpcr,,Drug: choline theophyllinate | Target: adenosine receptor a1 | Type: gpcr | Action: nan
16579,choline theophyllinate,adenosine receptor a2a,gpcr,,Drug: choline theophyllinate | Target: adenosine receptor a2a | Type: gpcr | Action: nan
16580,choline theophyllinate,uncharacterized protein,enzyme,,Drug: choline theophyllinate | Target: uncharacterized protein | Type: enzyme | Action: nan
16581,choline theophyllinate,adenosine receptor a3,gpcr,,Drug: choline theophyllinate | Target: adenosine receptor a3 | Type: gpcr | Action: nan
16582,choline theophyllinate,adenosine receptor a1,gpcr,,Drug: choline theophyllinate | Target: adenosine receptor a1 | Type: gpcr | Action: nan
16583,choline theophyllinate,adenosine receptor a1,gpcr,,Drug: choline theophyllinate | Target: adenosine receptor a1 | Type: gpcr | Action: nan
16584,choline theophyllinate,adenosine a2 receptor,gpcr,,Drug: choline theophyllinate | Target: adenosine a2 receptor | Type: gpcr | Action: nan
16585,choline theophyllinate,phosphodiesterase 3,enzyme,INHIBITOR,Drug: choline theophyllinate | Target: phosphodiesterase 3 | Type: enzyme | Action: INHIBITOR
16586,choline theophyllinate,phosphodiesterase 4,enzyme,INHIBITOR,Drug: choline theophyllinate | Target: phosphodiesterase 4 | Type: enzyme | Action: INHIBITOR
16587,choline theophyllinate,adenosine a2b receptor,gpcr,,Drug: choline theophyllinate | Target: adenosine a2b receptor | Type: gpcr | Action: nan
16588,choline theophyllinate,adenosine receptor,gpcr,,Drug: choline theophyllinate | Target: adenosine receptor | Type: gpcr | Action: nan
16589,choline theophyllinate,adenosine a2 receptor,gpcr,ANTAGONIST,Drug: choline theophyllinate | Target: adenosine a2 receptor | Type: gpcr | Action: ANTAGONIST
16590,choline theophyllinate,heart phosphodiesterase,enzyme,,Drug: choline theophyllinate | Target: heart phosphodiesterase | Type: enzyme | Action: nan
16591,choline theophyllinate,adenosine a2a receptor,gpcr,,Drug: choline theophyllinate | Target: adenosine a2a receptor | Type: gpcr | Action: nan
16592,cisplatin,sodium/potassium-transporting atpase subunit alpha-2,ion channel,,Drug: cisplatin | Target: sodium/potassium-transporting atpase subunit alpha-2 | Type: ion channel | Action: nan
16593,cisplatin,d(3) dopamine receptor,gpcr,,Drug: cisplatin | Target: d(3) dopamine receptor | Type: gpcr | Action: nan
16594,cisplatin,muscarinic acetylcholine receptor m5,gpcr,,Drug: cisplatin | Target: muscarinic acetylcholine receptor m5 | Type: gpcr | Action: nan
16595,cisplatin,canalicular multispecific organic anion transporter 1,transporter,,Drug: cisplatin | Target: canalicular multispecific organic anion transporter 1 | Type: transporter | Action: nan
16596,cisplatin,adenosine receptor a3,gpcr,,Drug: cisplatin | Target: adenosine receptor a3 | Type: gpcr | Action: nan
16597,cisplatin,multidrug resistance-associated protein 6,transporter,,Drug: cisplatin | Target: multidrug resistance-associated protein 6 | Type: transporter | Action: nan
16598,cisplatin,multidrug resistance-associated protein 5,transporter,,Drug: cisplatin | Target: multidrug resistance-associated protein 5 | Type: transporter | Action: nan
16599,cisplatin,epidermal growth factor receptor,kinase,,Drug: cisplatin | Target: epidermal growth factor receptor | Type: kinase | Action: nan
16600,cisplatin,tyrosine-protein kinase lck,kinase,,Drug: cisplatin | Target: tyrosine-protein kinase lck | Type: kinase | Action: nan
16601,cisplatin,tyrosine-protein kinase fyn,kinase,,Drug: cisplatin | Target: tyrosine-protein kinase fyn | Type: kinase | Action: nan
16602,cisplatin,c-x-c chemokine receptor type 2,gpcr,,Drug: cisplatin | Target: c-x-c chemokine receptor type 2 | Type: gpcr | Action: nan
16603,cisplatin,thromboxane-a synthase,enzyme,,Drug: cisplatin | Target: thromboxane-a synthase | Type: enzyme | Action: nan
16604,cisplatin,c-c chemokine receptor type 2,gpcr,,Drug: cisplatin | Target: c-c chemokine receptor type 2 | Type: gpcr | Action: nan
16605,cisplatin,mitogen-activated protein kinase 3,kinase,,Drug: cisplatin | Target: mitogen-activated protein kinase 3 | Type: kinase | Action: nan
16606,cisplatin,melanocortin receptor 5,gpcr,,Drug: cisplatin | Target: melanocortin receptor 5 | Type: gpcr | Action: nan
16607,clofenotane,androgen receptor,transcription factor,,Drug: clofenotane | Target: androgen receptor | Type: transcription factor | Action: nan
16608,clopenthixol,5-hydroxytryptamine receptor 6,gpcr,,Drug: clopenthixol | Target: 5-hydroxytryptamine receptor 6 | Type: gpcr | Action: nan
16609,eltrombopag,potassium voltage-gated channel subfamily h member 2,ion channel,,Drug: eltrombopag | Target: potassium voltage-gated channel subfamily h member 2 | Type: ion channel | Action: nan
16610,eltrombopag,thrombopoietin receptor,membrane receptor,AGONIST,Drug: eltrombopag | Target: thrombopoietin receptor | Type: membrane receptor | Action: AGONIST
16611,casopitant,sigma non-opioid intracellular receptor 1,membrane receptor,,Drug: casopitant | Target: sigma non-opioid intracellular receptor 1 | Type: membrane receptor | Action: nan
16612,casopitant,substance-p receptor,gpcr,ANTAGONIST,Drug: casopitant | Target: substance-p receptor | Type: gpcr | Action: ANTAGONIST
16613,ceftobiprole medocaril,meca,enzyme,,Drug: ceftobiprole medocaril | Target: meca | Type: enzyme | Action: nan
16614,plerixafor,c-x-c chemokine receptor type 4,gpcr,PARTIAL AGONIST,Drug: plerixafor | Target: c-x-c chemokine receptor type 4 | Type: gpcr | Action: PARTIAL AGONIST
16615,plerixafor,c-c chemokine receptor type 2,gpcr,,Drug: plerixafor | Target: c-c chemokine receptor type 2 | Type: gpcr | Action: nan
16616,plerixafor,stromal cell-derived factor 1,cytokine,,Drug: plerixafor | Target: stromal cell-derived factor 1 | Type: cytokine | Action: nan
16617,plerixafor,c-c chemokine receptor type 4,gpcr,ANTAGONIST,Drug: plerixafor | Target: c-c chemokine receptor type 4 | Type: gpcr | Action: ANTAGONIST
16618,plerixafor,c-x-c chemokine receptor type 4,gpcr,,Drug: plerixafor | Target: c-x-c chemokine receptor type 4 | Type: gpcr | Action: nan
16619,plerixafor,atypical chemokine receptor 3,gpcr,AGONIST,Drug: plerixafor | Target: atypical chemokine receptor 3 | Type: gpcr | Action: AGONIST
16620,dexchlorpheniramine,alpha-2a adrenergic receptor,gpcr,,Drug: dexchlorpheniramine | Target: alpha-2a adrenergic receptor | Type: gpcr | Action: nan
16621,dexchlorpheniramine,sigma non-opioid intracellular receptor 1,membrane receptor,,Drug: dexchlorpheniramine | Target: sigma non-opioid intracellular receptor 1 | Type: membrane receptor | Action: nan
16622,dexchlorpheniramine,sodium-dependent serotonin transporter,transporter,,Drug: dexchlorpheniramine | Target: sodium-dependent serotonin transporter | Type: transporter | Action: nan
